specialties,company_name,industry,contact_phone,contact_email,company_website,contact_name,designation,Country,State,City,building_location,admin_id,contact_name_notes,company_address
,BellPepper DMCC,,971 4 427 6694,support@bellpepper.ae ,http://www.bellpepper.ae/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,NP call,
,Bekhrad International Inspection Services DMCC,,9714 447 7409,info@bekhrad-uae.com,http://www.bekhrad-uae.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Not valid number,
,Begetter General Trading DMCC,,971 4 427 0831,billones27aubrey@yahoo.com,http://www.begetteruae.com/,Ms. Aubrey,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,"spoke to admin sent mail to admin she is the concern
call back for folowup",
,Bedrock Prestige Distributors DMCC,,971 4 885 8797,info@bedrockprestige.com,http://www.bedrockprestige.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,call not connecting,
,Beauty Solutions Trading DMCC,,971 4 374 6970,jgracez@basinsupply.com,https://www.beautysolutions-me.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,No need spoke to admin,
,Basin Supply FZCO,,971 4 428 84 00,,http://www.basinsupply.com/,Ms. Juliana,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin sent mail to HR,
,B27 Engineered Pumps & Systems DMCC,,971 4 551 5920,hussniomar@pumpworks.com,http://pumpworks610.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,NP call,
,B&T Brands and Trade Services Middle East DMCC,,971 4 277 6461,info@brandsandtrade.com,http://www.brandsandtrade.com/,Ms. Jacqueline,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,No need spoke to admin sent mail to her,
,Azinor Worldwide DMCC,,3.52E+11,info@azinor.ae,http://www.azinor.pt/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,,
,Azal Equipments Trading DMCC,,971 50 638 9623,contact@theazalgroup.com,http://www.theazalgroup.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,,
,Anpa Medical Supplies DMCC,,971 4 552 0957,info@anpamedical.com,http://www.anpamedical.com/,Mr. Arshad,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to HR sent mail to HR,
,Fertinvest DMCC,,9714 427 0555,info@fertinvest.com,http://www.fertinvest.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,no need,
,AVTrade Limited,,971 4 453 4243,mary.antonio@avtrade.com,http://www.avtrade.com/,Ms. Mary,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin sent mail to admin,
,Austech Oil & Gas DMCC,,971 4 434 4421,info@austechoilngas.com,http://www.austechoilngas.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Not valid number,
,Aulion Global Trading DMCC,,971 56 988 5364/5215,sales@aulion.ae,http://www.aulion.ae/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Mobile Number,
,Asiania Pacific Trading DMCC,,971 4 392 8700,maria.vetus@sahara-group.com,http://www.sahara-group.com/,Ms. Maria,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin sent mail to admin,
,Ashy Gold & Diamonds DMCC,,971 4 428 9488,hitesh@tanishnshah.com,http://www.ashydiamonds.com/,Mr. Hitesh,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin sent mail to HR,
,Sanido Trading DMCC,,971 4 369 8046,info@sanido.ae,http://www.sanido.ae/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,No need,
,Cem Asia Trading DMCC,,971 4 452 2833,info@cem-asia.com,http://www.cem-asia.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Call back tomorrow,
,MM9 International DMCC,,971 4 432 7427,info@mm9international.com,http://www.mm9international.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Not valid number,
,Professional Traders Group DMCC,,971 44 258 700,info@dubaiptt.com,http://www.dubaiptg.com/,Ms. Zyra,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to zyra,
,Arkema Middle East,,971 4 457 2775,info@arkema.com,http://www.arkema.com/en/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,No need spoke to han no need to sent mail,
,Arpadis IMEA DMCC,,971 4 448 4322,info@arpadis.com,http://www.arpadis.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,No need,
,Arkaweet Trading DMCC,,971 4 452 0014,info@arkaweet.com,http://www.arkaweet.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,NP call,
,Aristoncavi Gulf Distribution DMCC,,971 4 453 9744,acdubai@aristoncavi.com,http://www.aristoncavi.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Italian company no need,
,Gold Standard DMCC,,971 4 423 4500,dmcc@goldstandarddmcc.com,http://goldstandarddmcc.com/en/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin sent mail to HR,
,Aratex Trading DMCC,,971 4 552 1271,aratex@aratextrading.com,http://www.aratextrading.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,NP call,
,Arabian Minerals Trading DMCC,,971 4 430 9418,info@arabianmineralsglobal.com,http://arabianmineralsglobal.com/mainsite/,Ms. Daisy,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin aent mail to daisy(admin),
,Arabian Energy DMCC,,971 4 453 9591,crewdept@saudshipping.com,http://www.arabiaenergy.net/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin sent mail,
,Aquaness Environmental Chemicals DMCC,,971 4 399 4629,info@aquanesschemicals.com,http://www.aquanesschemicals.com/,Ms. Maria,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,call back later,
,W Energy Trading DMCC,,971 4 422 0870,info@wenergydmcc.com,http://www.wenergydmcc.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Not valid number,
,Chem Alloy Solution DMCC,,971 4 453 1862,info@chemalloy.ae,http://www.chemalloy.ae/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Not valid number,
,Aprirose Trading Limited,,971 4 432 8538,floorence@aprirose.com,http://www.aprirosetrading.com/,Ms. Floorence,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,No need spoke to Florence call back tomorow she is the concern,
,AOS Trading DMCC,,971 4 379 4662,info@aosdmcc.com,http://www.aosdmcc.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,NP call,
,ANPA Medical Supplies DMCC,,971 4 552 0957,info@anpamedical.com,http://www.anpamedical.com/,Ms. Arshad,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin anna linda. sent mail to HR,
,Anisha International DMCC,,9714 447 7328,info@anisha.ae,http://www.anisha.ae/,Ms. Esha,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,no need sent mail to esha HR,
,Ankido Oil Services DMCC,,971 4 441 8168,info@ankidooilservices.com,http://ankidooilservices.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Not valid number,
,Annex SW Engineering DMCC,,971 56 241 1177,info@aswe.pro,http://www.aswe.pro/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Mobile Number,
,Anglostar Management DMCC,,971 4 345 5676,info@anglo-star.com,www.anglo-star.com,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,call not connecting,
,EDG Consulting DMCC,,971 4 422 7932,aliaksandera@interis.ae,,Ms. Aliaksandera,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,No need sent mail to HR,
,Al Avia Trading & Travel DMCC,,971 4 422 8914,trading@alavia.ae,http://www.alavia.ae/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Not valid number,
,Al Makaan Trading DMCC,,971 4 452 5420,info@almakaan.com,http://www.almakaanplus.com/,Mr. Amith,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin Zara sent mail to HR,
,Aljaf Trading Company DMCC,,971 50 739 8560,asiralam@alamcorp.com,http://www.alamcorp.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Mobile Number,
,Al Rahala International Trading Company L.L.C.,,971 4 228 6722,info@rahala.ae,http://www.rahala.ae/,Ms. June,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin sent mail to HR june to head office,
,AL Mubadarah DMCC,,971 55 9097706,info@almubadaragroup.com,http://www.almubadaragroup.com/en/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Mobile Number,
,Al Meher Agro Trading DMCC,,97144304089,"
info@almeheragro.com",http://almeheragro.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,NP call,
,Al Mazroui ? ICAS,,971 4 424 0100,info@icas.ae,http://almazrouicas.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,NP call,
,Almanzil Electronics Trading DMCC,,971-4-4541575,reception@almanzil.net,http://www.almanzil.net/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,HR is on leave spoke to admin sent mail to admin,
,Al Alvan Trading DMCC,,971 50 837 7170,info@alalvan.com,http://alalvan.com,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Mobile Number,
,AIV,,971 4 443 3614,csoublis@aivinc.com,http://www.aivinc.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Not valid number,
,Age Group DMCC,,971 4 423 2111,info@agesteel.com,http://www.agesteel.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,NP call,
,Aeons Ispat DMCC,,971 4 27 66 465,dxb@aeonsispat.com,http://www.aeonsispat.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,NP call,
,Aeious Petro DMCC,,971 4 457 0431,contactus@aeiouspetro.com,http://www.aeiouspetro.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Not valid number,
,Actava Trading DMCC,,971 443 295 45,info@actavatrading.com,http://www.actavatrading.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,No need,
,J&S Trading DMCC,,971 4 447 2595,mmohsin@jstrading.ae,http://www.jstrading.ae/,Mr. Mohammed,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,No need,
,Ozon Techno Commercial,,971 4 4486088,ozon@ozongulf.com,http://www.ozongulf.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,NP call,
,Sika UAE,,971 4 439 8200,info@gcc.sika.com,http://www.gcc.sika.com/,Ms. Alien,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,NP call,
,Mepco,,971 4 4230640,mepco@mepcogulf.com,http://www.mepcogulf.com/,Mr. Dany,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin desiree sent to HR,
,KSE,,971 4 4206905,varsha@kse.in,http://www.kse.in/,Ms. Varshsa,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to HR sent mail sahe will call back,
,HL Display Middle East,,971 4 4240110,info.ae@hl-display.com,http://www.hl-display.com/,Ms. christeena,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin she will forward mail to HR,
,Corp Trading,,971 4 4517227,s.mamolo@corp.com.tr,http://corp.com.tr/,Ms.Stephanne,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin she will forward mail to HR,
,ComAp Electronic Solutions,,971 50 7448680,info@comap-control.com,https://www.comap-control.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Mobile number,
,Ikon Paper,,971 4 4486090,info@ikonpaper.com,http://www.ikonpaper.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,NP call,
,Bolton Middle East,,971 4 4230618,mail@boltongroup.ae,http://www.http.boltongroup.net/,Ms. Gabriella,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin no need,
,Hamburg Trading House FZE,,971 4 363 9386,info@hamburgtradinghouse.com,http://hamburgtradinghouse.com/,Mr. Rejith,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,very small company no need,
,Ztco General Trading L.L.C,,971 4 224 1595,info@ztco-group.com,http://www.ztco-group.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,No need,
,Trade Solutions,,9714 450 3615,info@tradesolutionsjlt.com,http://www.tradesolutionsjlt.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,NP call,
,Shofusion Trading JLT,,971 50 114 2954,info@shofusion.com,http://shofusion.com/,,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Mobile number,
,Ontime Trading JLT,,971 50 358 8783,,,,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Mobile number,
,Memag Trading JLT,,971 4 450 8708,info@memagtrading.com,http://www.memagtrading.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,No need small company,
,Takamulna Trading JLT,,971 4 421 8732,info@takamulna.com,http://www.takamulna.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,NP call,
,Al Makaan Trading JLT,,971 4 4525 420,info@almakaan.com,http://www.almakaanplus.com/,Mr. Amed,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,HR is not in in office spoke to admin sent mail to HR,
,Creative Box Events DMCC,,971 4 454 8575,melissa@creativebox.me,http://www.creativebox.me/,Ms. Melissa,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin mellisa Hr's name Ms. Thasnim she is not in the office,
,Creapix International DMCC,,971 50 103 7172,info@creapix.com,http://www.creapix.net/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Mobile Number,
,Couqley DMCC,,971 4 374 6693,violet@sagegroupme.com,http://www.sagecorporate.com/,Ms. Violet,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin she will forward to HR,
,Connector Advertising DMCC,,971 4 390 2727,rachel@connector-dubai.com,http://www.connector.ae/,Ms. Rachel,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin she will forward to HR,
,ROI ME DMCC,,971 4 434 3633,info@roi-me.com,http://www.roi-me.com/,Ms. Reina,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,spoke to admin she will forward to HR,
,Circus Creative DMCC,,971 4 447 3554,info@thecircus.ae,http://www.thecircus.ae/,Ms. Saule,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,No need,
,Caliber Interactive DMCC,,9714 551 6107,hello@caliberi.com,https://caliberi.com/,HR,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Not valid number,
,"vista Star Construction, LLC",,971 4 428 1577,arun@bullseye.ae,http://www.bullseye.ae/,Mr. Arun,,United Arab Emirates,Dubai,DMCC - JLT ( Jumeirah Lake Towers ),JLT ,Anisha1,Spoke to arun admin he is the concern person call back next month for foolowup no need now,
06-06-2017,Shepherd Gilmour Engineering Consultants,,971 4 4479765,info@shepherd-gilmour.com,http://www.shepherd-gilmour.com/,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,No need,
06-06-2017,"AMS International FZ, LLC",,971 4 4483068,info@mriwwuae.ae,http://www.ams-int.com/,Shaju,Rec,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,Send Mail,
06-06-2017,"African+Eastern, LLC only a branch",,971 4 4456880,info@africaneastern.com,http://www.africaneastern.com,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,,
06-06-2017,DIVA Modelling & Event,MODELING /RAMP,971 4 422 7272,contact@divadubai.com,http://www.divadubai.com/,Anna,Rec,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,Send Mail,
06-06-2017,"Digiphoto Studio, LLC",,971 4 366 3270,services@digiphotoretail.com,http://www.digiphotoretail.com/,Ruzz,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,Advise to call on other number-045226070,
06-06-2017,Clarke Samadhin Associates,,971 4 434 2135,info@clarkesamadhin.com,http://www.clarkesamadhin.com/,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,Advise that wait for our call,
06-06-2017,Brand Creative,INTERIORS,971 4 447 2129,info@brandcreative.net,http://www.brandcreative.net/,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,No need,
06-06-2017,Elitser Technologies,IT,971 4 4542741,kkaushal@elitser-me.com,http://www.elitser-me.com/,Ms. Kiran,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to HR sent mail,No Responses
06-06-2017,"One O One General Trading, LLC",TRADING,971 4 3607043,office@101trading.ae,http://www.101trading.ae/en/index.php,Shila,Admin,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,,Send mail
06-06-2017,"Acropol Interiors, LLC",INTERIORS,971 4 368 6373,yakkoob.t@acropoluae.com,http://www.acropoluae.com/contact/,Mr. Yakkoob,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail to HR,Disconnected
06-06-2017,"Euro Emirates, LLC",,971 4 450 8217,main@euroemirates.com,http://www.euroemirates.com/,Ms. Stephy,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,No Responses
06-06-2017,"Aventus Global Trading, LLC",TRADING,"971 4 336 1447
4356711",info@aventusretail.com,http://www.aventusretail.com/,Mr.Rupesh,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,NOT PICKING CALL,No Responses
06-06-2017,"Access Medical, LLC",Healthcare,971 4 3603041,lwhiteside@access-medical.com/info@accessmedical.net,http://www.access-medical.com/,Joel,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,Call back to HR,Advs that they have contract with other company anyhow send will get back
06-06-2017,"Zen Studio FZ, LLC",Media,971 4 440 4881,info@zenstudio.ae/riza@zenstudio.ae,http://www.zenstudio.ae/,Ms. Riza,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,Advs to send mail in different ID
06-06-2017,"Focus Advertising, LLC",Media,971 4 220 4336,focusmeadd@gmail.com,http://www.focusad.ae/,Ms. Tania,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,not recv the mail Advs to Resend
06-06-2017,City Star Real Estate Broker,Real Estate,971 4 432 3465,anna@citystar-dubai.com,http://citystar-dubai.com/,Ms. Anna,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,No Responses
06-06-2017,"Stickman Tribe Turnkey Projects Contracting, LLC",,971 4 4347585,vivianne@stickmantribe.com,http://www.stickmantribe.com/,Ms. Vivianne carolino,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin HR on vacation,No Responses
06-06-2017,Glotech International,,971 4 4357344,info@glotechinternational.com,http://www.glotechinternational.com/,Mr. Deepak,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to HR sent mail,will give a call back
06-06-2017,Biomedex Medical Supplies Trading Company,,971 4 4472544,info@biomedexme.com,http://www.biomedexme.com/,Emli,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,Advs will call back
06-06-2017,Sakshi Advertising & PR,,971 4 4?2?285?32,Info@sakshiadvertising.com,http://www.sakshiadvertising.com/,Ms. Joan,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,No Responses
06-06-2017,Screen Check Security Solutions,,"971 4 3910707
3247500",info@screencheck.com,http://www.screencheck.com/en/,Ms. Neha,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail to HR,In Meeting
06-06-2017,"MPP Middle East Media, LLC",,971 4 4456700,info@mpp-me.com/contact@mpp-mecom,http://www.mpp-me.com/,Ms. Clarita,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,Didnt recv the mail resend it
06-06-2017,"MARVEL SOLUTIONS, LLC",,971 4 450 8999,vasudha@marvel.ae,http://www.marvel.ae/,Ms. vasudha,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,will call
06-06-2017,Mediasys,IT,971 4 3903069,reena@mediasysdubai.com,http://mediasysdubai.com/,Ms. Reena,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,small company,Not Required for now
06-06-2017,QTM Energy Engineering,,971 4 453 1707,info@qtmesco.com,http://www.qtmesco.com/,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,No need,
06-06-2017,Tangent Innovations,,971 4 4473680,info@tanint.com,http://www.tanint.com/,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,No need,
06-06-2017,"Diageo Scotland, LTD",,971 4 6587569,info@diageo.com,http://www.diageo.com,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,Call not connecting,Call not connecting
06-06-2017,Blossom & Bloom,,971 4 5?5?167?97,info@bbtrading.ae,http://blossomandbloom.ae/,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,No need,
06-06-2017,"Brogan Middle East Scaffolding Contracting, LLC",,971 4 5519954,ddavid@brogan.ae,https://www.brogangroup.com/,Mr. David,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,HR is on vacation sent Mail,Not For now
06-06-2017,"Focus Softnet FZ, LLC",,971 4 4347395,fatima@focussoftnet.com,http://www.focussoftnet.com/,Ms. Fatima,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,No need,
06-06-2017,"WE BUY YOUR PROPERTY, LLC",Real Estate,971 4 4528952,info@webuyyourproperty.ae,http://www.webuyyourproperty.ae/,,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,Not valid number,Not valid number
06-06-2017,IAS Media,Media,971 4 4475760,info@iasmedia.com,http://www.iasmedia.com/,Jenifer,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail to HR,
06-06-2017,Edifice Design & Project Management,,971 4 4342190,jay@edificegulf.com,http://www.edificegulf.com/,Mr. Jay,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to HR sent mail,
06-06-2017,"Pink Tree Advertising, LLC",Media,971 4 4431393,info@pinktree.co,http://pinktree.co/,usman,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,send the mail,send mail
06-06-2017,"Homag Equipment Machinery Trading, LLC",Trading,971 4 5519788,info@homag.com,http://www.homag.com/en/,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,Call not connecting,Call not connecting
06-06-2017,North55,,971 4 3911490,hello@north55.com,http://www.north55.com/,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,No need,
06-06-2017,Bruce Clay Middle East,,971 4 4560314,info-me@bruceclay.com,https://www.bruceclay.com/in/,Ms. Raisa,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to HR sent mail,will reply back
06-06-2017,Palladium Exhibition Organizer,,971 4 4563766,info@rt-exhibition.com,http://www.rt-exhibition.com/,,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,Not valid number,
06-06-2017,Beco Capital,,971 4 3687811,dona.domingo@becocapital.com,http://becocapital.com/,Ms. Dona,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to msvivian admin sent mail to HR,Busy will reply by email
06-06-2017,"The Total Office, LLC",,971 4 4508700,info@thetotaloffice.biz,http://thetotaloffice.biz/,Reema,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,they have their own group
